"gene","drug","regulatory.approval","indication","interaction.score"
"INSR","EPIRUBICIN","Approved","Antineoplastic Agents",0.0416727549489639
"INSR","PF-562271","Not Approved","",0.00694545915816065
"INSR","RECOMBINANT HUMAN KALLIKREIN-1","Not Approved","",0.75010958908135
"INSR","KW-2450","Not Approved","",0.375054794540675
"INSR","INSULIN ZINC SUSP RECOMBINANT HUMAN","Approved","",0.375054794540675
"INSR","INSULIN SUSP ISOPHANE SEMISYNTHETIC PURIFIED HUMAN","Approved","",0.75010958908135
"INSR","CYCLOPHOSPHAMIDE ANHYDROUS","Approved","",0.0182953558312524
"INSR","TESOFENSINE","Not Approved","antiobesity agent",0.187527397270337
"INSR","INSULIN ZINC SUSP PURIFIED BEEF","Approved","",0.75010958908135
"INSR","INSULIN SUSP ISOPHANE BEEF","Approved","",0.75010958908135
"INSR","INSULIN TREGOPIL","Not Approved","",0.75010958908135
"INSR","FLUOROURACIL","Approved","",0.0126068838501067
"INSR","INSULIN ZINC SUSP EXTENDED BEEF","Approved","",0.75010958908135
"INSR","NVP-TAE684","Not Approved","",0.00728261736972184
"INSR","INSULIN SUSP PROTAMINE ZINC BEEF/PORK","Approved","",0.375054794540675
"INSR","AEW-541","Not Approved","",0.375054794540675
"INSR","TOPIRAMATE","Approved","Anticonvulsants; anti-migraine agents,antimigraine agent,anticonvulsant",0.0340958904127886
"INSR","LINSITINIB","Not Approved","antineoplastic agent",0.107158512725907
"INSR","CERITINIB","Approved","",0.0833455098979278
"INSR","CENISERTIB","Not Approved","antineoplastic agent",0.00635686092441822
"CSH1","MARIJUANA","Not Approved","",26.2538356178472
"TNFSF13","ATACICEPT","Not Approved","DMARD,antiinflammatory agent",39.3807534267709
"TNFSF13","SIBEPRENLIMAB","Not Approved","",26.2538356178472
"IL3RA","ANTI-CD123/CD3 BISPECIFIC ANTIBODY JNJ-63709178","Not Approved","",5.25076712356945
"IL3RA","FLOTETUZUMAB","Not Approved","",2.62538356178472
"IL3RA","CSL-360","Not Approved","",5.25076712356945
"IL3RA","ALLOGENEIC CD123-SPECIFIC UNIVERSAL CAR123-EXPRESSING T-LYMPHOCYTES","Not Approved","",5.25076712356945
"IL3RA","IL-3","Not Approved","",1.16683713857099
"IL3RA","AUTOLOGOUS CD123CAR-CD28-CD3ZETA-EGFRT-EXPRESSING T LYMPHOCYTES MB-102","Not Approved","",5.25076712356945
"IL3RA","TALACOTUZUMAB","Not Approved","",10.5015342471389
"IL3RA","ANTI-CD123 CAR T CELLS PREPARATION","Not Approved","",5.25076712356945
"IL3RA","EPOETIN ALFA","Approved","for treatment of anemia,Antianemic Agents,for treatment of stroke,erythropoietic agent",0.308868654327615
"IL3RA","TAGRAXOFUSP-ERZS","Approved","",3.50051141571297
"MPL","AVATROMBOPAG MALEATE","Approved","",4.77342465779041
"MPL","ROMIPLOSTIM","Approved","for treatment of thrombocytopenia",2.983390411119
"MPL","RAFUTROMBOPAG","Not Approved","",4.77342465779041
"MPL","ELTROMBOPAG","Approved","thrombopoietic",2.983390411119
"MPL","SB-559448","Not Approved","thrombopoietic agent",4.77342465779041
"MPL","TOTROMBOPAG","Not Approved","thrombopoietic agent",9.54684931558082
"MPL","HETROMBOPAG","Not Approved","",4.77342465779041
"MPL","AVATROMBOPAG","Approved","",2.04575342476732
"MPL","LUSUTROMBOPAG","Approved","",3.1822831051936
"MPL","HETROMBOPAG OLAMINE","Not Approved","",4.77342465779041
"MPL","THROMBOPOIETIN","Not Approved","",4.77342465779041
"SYK","R-348","Not Approved","",0.75010958908135
"SYK","ENTRECTINIB","Approved","",0.0263196347046088
"SYK","NVP-TAE684","Not Approved","",0.0145652347394437
"SYK","R-333","Not Approved","",0.75010958908135
"SYK","CHEMBL:CHEMBL379975","Not Approved","",0.0340958904127886
"SYK","SOVLEPLENIB","Not Approved","",0.75010958908135
"SYK","PRT-2607","Not Approved","",1.5002191781627
"SYK","ENTOSPLETINIB","Not Approved","",0.75010958908135
"SYK","CEDIRANIB","Not Approved","antineoplastic agent",0.0272767123302309
"SYK","CERDULATINIB","Not Approved","",0.250036529693783
"SYK","ERLOTINIB","Approved","antineoplastic agent",0.0254274436976729
"SYK","FOSTAMATINIB","Approved","DMARD,antiinflammatory agent",3.0004383563254
"SYK","R-112","Not Approved","",1.5002191781627
"SYK","CYC-116","Not Approved","",0.0154661770944608
"SYK","GW441756X","Not Approved","",0.0230802950486569
"SYK","TAMATINIB","Not Approved","",0.0555636732652852
"SYK","MIVAVOTINIB CITRATE","Not Approved","",3.0004383563254
"SYK","DASATINIB ANHYDROUS","Approved","antineoplastic agent",0.0194833659501649
"SYK","FOSTAMATINIB DISODIUM","Approved","",3.0004383563254
"SYK","LANRAPLENIB","Not Approved","",3.0004383563254
"SYK","SP-600125","Not Approved","",0.016856395260255
"SYK","P505-15","Not Approved","antiinflammatory agent",0.75010958908135
"SYK","IMATINIB","Approved","antineoplastic agent",0.0200029223755027
"SYK","PACLITAXEL","Approved","for treatment of peripheral arterial disease (PAD),DMARD,antiinflammatory agent,antineoplastic agent",0.0138909183163213
"SYK","PD-0166285","Not Approved","",0.0288503688108212
"SYK","ADAVOSERTIB","Not Approved","antineoplastic agent",0.0535792563629536
"SYK","RG-1530","Not Approved","",0.0159597784910925
"SYK","TAMATINIB","Not Approved","",0.500073059387567
"SYK","R-343","Not Approved","",1.5002191781627
"SYK","CEVIDOPLENIB DIMESYLATE","Not Approved","",1.5002191781627
"SYK","GSK2646264","Not Approved","",0.166691019795855
"SYK","CHEMBL:CHEMBL535331","Not Approved","",0.166691019795855
"SYK","ILORASERTIB","Not Approved","",0.0129329239496784
"SYK","GUSACITINIB","Not Approved","",0.30004383563254
"SYK","CENISERTIB","Not Approved","antineoplastic agent",0.0127137218488364
"IL31","VIXARELIMAB","Not Approved","",52.5076712356945
"TNFRSF17","CILTACABTAGENE AUTOLEUCEL","Not Approved","",2.76356164398392
"TNFRSF17","LINOLEIC ACID","Not Approved","",0.394794520569132
"TNFRSF17","ANTI-BCMA CAR T CELLS PREPARATION","Not Approved","",2.76356164398392
"TNFRSF17","KITE-585","Not Approved","",2.76356164398392
"TNFRSF17","AUTOLOGOUS BCMA/TACI-TARGETED CAR T CELLS AUTO2","Not Approved","",1.38178082199196
"TNFRSF17","IDECABTAGENE VICLEUCEL","Approved","",2.76356164398392
"TNFRSF17","ELRANATAMAB","Approved","",0.69089041099598
"TNFRSF17","AUTOLOGOUS ANTI-BCMA-CAR-TCRZ/4-1BB-EXPRESSING T-LYMPHOCYTES CART-BCMA","Not Approved","",2.76356164398392
"TNFRSF17","BELANTAMAB MAFODOTIN-BLMF","Approved","",0.162562449646113
"TNFRSF17","AUTOLOGOUS ANTI-BCMA-CAR-4-1BB-CD3ZETA-EXPRESSING MEMORY T-LYMPHOCYTES BB21217","Not Approved","",2.76356164398392
"TNFRSF17","AUTOLOGOUS ANTI-BCMA-CAR-MRNA-TRANSFECTED CD8+ T-LYMPHOCYTES","Not Approved","",2.76356164398392
"TNFRSF17","AUTOLOGOUS ANTI-BCMA-CAR-EXPRESSING CD4+/CD8+ T-LYMPHOCYTES FCARH143","Not Approved","",2.76356164398392
"TNFRSF17","BI6015","Not Approved","",2.76356164398392
"TNFRSF17","P-BCMA-101","Not Approved","",2.76356164398392
"TNFRSF17","IDECABTAGENE VICLEUCEL","Not Approved","",2.76356164398392
"TNFRSF17","ORVACABTAGENE AUTOLEUCEL","Not Approved","",2.76356164398392
"TNFRSF17","TECLISTAMAB-CQYV","Approved","",0.69089041099598
"TNFRSF17","PACANALOTAMAB","Not Approved","",2.76356164398392
"TNFRSF17","AUTOLOGOUS ANTI-BCMA-CAR-4-1BB-CD3ZETA-EXPRESSING T-CELLS C-CAR088","Not Approved","",2.76356164398392
"AREG","IRINOTECAN HYDROCHLORIDE","Approved","antineoplastic agent",0.333382039591711
"AREG","CAPECITABINE","Approved","",0.388945712856996
"AREG","PANITUMUMAB","Approved","antineoplastic agent",0.525076712356945
"AREG","CETUXIMAB","Approved","antineoplastic agent",0.291709284642747
"AREG","CRIZOTINIB","Approved","antineoplastic agent",0.403905163351496
"COL9A3","INAMRINONE","Approved","Cardiotonic Agents; Phosphodiesterase Inhibitors",0.552712328796784
"COL9A3","MILRINONE","Approved","Cardiotonic Agents; Vasodilator Agents",1.75025570785648
"COL9A3","CILOSTAMIDE","Not Approved","",2.62538356178472
"COL9A3","CILOSTAZOL","Approved","Platelet Aggregation Inhibitors",0.75010958908135
"COL9A3","CYCLIC GMP","Not Approved","",2.10030684942778
"CCL5","FLUTICASONE","Approved","glucocorticoid,antiinflammatory agent,for treatment of symptomatic exophthalmos associated with thyroid-related eye disease,bronchodilator",2.76356164398392
"CCL5","RECOMBINANT OX40 LIGAND","Not Approved","",26.2538356178472
"CCR5","BMS-813160","Not Approved","",2.62538356178472
"CCR5","CENICRIVIROC MESYLATE","Not Approved","HIV,antiviral agent",2.62538356178472
"CCR5","INCB-9471","Not Approved","",2.62538356178472
"CCR5","GLATIRAMER","Approved","",0.75010958908135
"CCR5","E913","Not Approved","",1.31269178089236
"CCR5","PF-232798","Not Approved","",5.25076712356945
"CCR5","TAK-220","Not Approved","",3.93807534267709
"CCR5","MARAVIROC","Approved","HIV,antiviral agent",3.93807534267709
"CCR5","HGS-1025","Not Approved","",2.62538356178472
"CCR5","CENICRIVIROC","Not Approved","",1.75025570785648
"CCR5","AZD5672","Not Approved","",1.31269178089236
"CCR5","PF-04634817","Not Approved","",1.31269178089236
"CCR5","LERONLIMAB","Not Approved","HIV,antiviral agent",7.87615068535417
"CCR5","VICRIVIROC MALEATE","Not Approved","",2.62538356178472
"CCR5","ANTI-HIV-1 LENTIVIRAL VECTOR-EXPRESSING SH5/C46 CAL-1","Not Approved","",2.62538356178472
"CCR5","APLAVIROC HYDROCHLORIDE","Not Approved","",1.31269178089236
"CCR5","CCR5MAB004","Not Approved","",2.62538356178472
"CCR5","CCR5 MAB","Not Approved","",5.25076712356945
"CCR5","INCB-9471","Not Approved","",2.62538356178472
"CCR5","VICRIVIROC","Not Approved","HIV,antiviral agent",2.62538356178472
"CD19","AUTOLOGOUS ANTI-CD19 CHIMERIC ANTIGEN RECEPTOR T-CELLS C-CAR011","Not Approved","",1.28067490818767
"CD19","VADACABTAGENE LERALEUCEL","Not Approved","",1.28067490818767
"CD19","LONCASTUXIMAB TESIRINE","Approved","",1.28067490818767
"CD19","DEGLYCOSYLATED RICIN A CHAIN-CONJUGATED ANTI-CD19/ANTI-CD22 IMMUNOTOXINS","Not Approved","",0.640337454093835
"CD19","BLINATUMOMAB","Approved","antineoplastic agent",0.512269963275068
"CD19","ANTI-CD19 CAR T CELLS PREPARATION","Not Approved","",0.640337454093835
"CD19","TISAGENLECLEUCEL","Approved","",1.92101236228151
"CD19","RELMACABTAGENE AUTOLEUCEL","Not Approved","",1.28067490818767
"CD19","MDX-1342","Not Approved","antineoplastic agent",3.84202472456301
"CD19","INEBILIZUMAB-CDON","Approved","",1.28067490818767
"CD19","AUTOLOGOUS ANTI-CD19 CAR T-CELLS IM19","Not Approved","",1.28067490818767
"CD19","DUVORTUXIZUMAB","Not Approved","",1.28067490818767
"CD19","AUTOLOGOUS ANTI-CD19 CHIMERIC ANTIGEN RECEPTOR T-CELLS SJCAR19","Not Approved","",1.28067490818767
"CD19","LISOCABTAGENE MARALEUCEL","Not Approved","",1.28067490818767
"CD19","ANTI-CD19 CAR T-CELLS XLCART001","Not Approved","",1.28067490818767
"CD19","AXICABTAGENE CILOLEUCEL","Not Approved","",1.28067490818767
"CD19","JCAR014","Not Approved","",1.28067490818767
"CD19","AUTOLOGOUS CD19 CAR-EXPRESSING CD4+/CD8+ T-CELLS MB-CART19.1","Not Approved","",1.28067490818767
"CD19","ALLOGENEIC ANTI-CD19-CAR-CD28-IL-15-EXPRESSING NATURAL KILLER T-CELLS","Not Approved","",1.28067490818767
"CD19","AUTO3","Not Approved","",0.640337454093835
"CD19","COLTUXIMAB RAVTANSINE","Not Approved","",1.28067490818767
"CD19","BREXUCABTAGENE AUTOLEUCEL","Approved","",1.28067490818767
"CD19","OBEXELIMAB","Not Approved","",0.640337454093835
"CD19","COLTUXIMAB RAVTANSINE","Not Approved","antineoplastic agent",3.84202472456301
"CD19","DENINTUZUMAB MAFODOTIN","Not Approved","",2.56134981637534
"CD19","LISOCABTAGENE MARALEUCEL","Approved","",1.28067490818767
"CD19","AZERCABTAGENE ZAPRELEUCEL","Not Approved","",1.28067490818767
"CD19","CD19CAR-CD3ZETA-4-1BB-EXPRESSING ALLOGENEIC T-LYMPHOCYTE CELLS","Not Approved","",1.28067490818767
"CD19","AUTOLOGOUS CD19CAR-CD28-CD137/CD27/CD3ZETA-ICASP9-EXPRESSING T-LYMPHOCYTES","Not Approved","",1.28067490818767
"CD19","AMG-729","Not Approved","",1.28067490818767
"CD19","ANTI-CD20 CAR T CELLS PREPARATION","Not Approved","",0.640337454093835
"CD19","AFM-11","Not Approved","",0.640337454093835
"CD19","ONCOLYSIN B","Not Approved","",1.28067490818767
"CD19","TAPLITUMOMAB PAPTOX","Not Approved","",1.28067490818767
"CD19","DENINTUZUMAB","Not Approved","",1.28067490818767
"CD19","CD19-TARGETED CAR T2 CELLS","Not Approved","",1.28067490818767
"CD19","AUTOLOGOUS ANTI-CD19 CAR-T CELLS TBI-1501","Not Approved","",1.28067490818767
"CD19","AUTOLOGOUS ANTI-CD19CAR-4-1BB-CD3ZETA-EGFRT-EXPRESSING T LYMPHOCYTES","Not Approved","",1.28067490818767
"CD19","AUTOLOGOUS ANTI-CD19 CAR-EXPRESSING T-LYMPHOCYTES CLIC-1901","Not Approved","",1.28067490818767
"CD19","AXICABTAGENE CILOLEUCEL","Approved","",2.56134981637534
"CD19","TAFASITAMAB","Approved","antineoplastic agent",0.853783272125114
"TCL1A","EXEMESTANE","Approved","antineoplastic agent",3.08868654327615
"TCL1A","ESTRADIOL VALERATE","Approved","for treatment of menopausal symptoms,contraceptive,treatment for menopause,hormone replacement",1.11718449437648
"COL1A2","RECOMBINANT TRANSFORMING GROWTH FACTOR","Not Approved","",0.530380517532268
"COL1A2","COLLAGENASE CLOSTRIDIUM HISTOLYTICUM-AAES","Approved","for treatment of Dupuytren's contracture",0.625091324234458
"COL1A2","RECOMBINANT INTERFERON","Not Approved","",0.299189009889997
"COL1A2","RECOMBINANT TRANSFORMING GROWTH FACTOR-BETA-2","Not Approved","",2.33367427714198
"COL1A2","OCRIPLASMIN","Approved","",0.153531202443551
"COL1A2","DOXORUBICIN HYDROCHLORIDE","Approved","antineoplastic agent",0.0777891425713993
"COL1A2","TNF-ALPHA","Not Approved","",0.486182141071245
"COL1A2","ST034307","Not Approved","",5.83418569285494
"COL1A2","DAUNORUBICIN LIPOSOMAL","Approved","antineoplastic agent",0.128223861381427
"OSM","TNF-ALPHA","Not Approved","",2.1878196348206
"OSM","IL-10","Not Approved","",10.5015342471389
"GNG11","COMPOUND 20 [PMID: 34432979]","Not Approved","",2.62538356178472
"GNG11","SM-122","Not Approved","",1.31269178089236
"GNG11","GDC-0152","Not Approved","",1.31269178089236
"GNG11","BV-6","Not Approved","",2.62538356178472
"GNG11","LCL161","Not Approved","",0.75010958908135
"GNG11","SM-337","Not Approved","",1.75025570785648
"GNG11","TOLINAPANT","Not Approved","",2.62538356178472
"GNG11","BIRINAPANT","Not Approved","",0.656345890446181
"GNG11","AZD5582","Not Approved","",1.75025570785648
"GNG11","XEVINAPANT","Not Approved","",0.75010958908135
"TNFSF11","LENALIDOMIDE","Approved","antineoplastic agent",2.01952581675748
"TNFSF11","DENOSUMAB","Approved","antiosteoporotic agent",43.7563926964121
"F2R","VORAPAXAR","Approved","cardiovascular agent",1.00976290837874
"F2R","ATROPINE","Approved","nerve agent antidote",0.237591272559704
"F2R","ASPIRIN","Approved","NSAID,antithrombotic,anticoagulant",0.0572915125321271
"F2R","THROMBIN","Approved","topical tissue sealant,for treatment of hemophilia B,coagulant",0.841469090315617
"F2R","ALPROSTADIL","Approved","for treatment of sexual dysfunction in women,for treatment of erectile dysfunction",0.175610940587607
"F2R","WORTMANNIN","Not Approved","",0.288503688108211
"F2R","THALIDOMIDE","Approved","antineoplastic agent",0.109163557662566
"F2R","CLOPIDOGREL","Approved","antithrombotic,antiplatelet agent",0.115401475243285
"F2R","DESIRUDIN","Approved","antithrombotic",1.00976290837874
"F2R","TINZAPARIN SODIUM","Approved","Anticoagulants,anticoagulant",0.577007376216423
"F2R","RECOMBINANT TRANSFORMING GROWTH FACTOR","Not Approved","",0.183593256068862
"F2R","ARGATROBAN","Approved","anticoagulant",1.34635054450499
"F2R","N-(5-{4-CHLORO-3-[(2-HYDROXYETHYL)SULFAMOYL]PHENYL}-4-METHYL-1,3-THIAZOL-2-YL)ACETAMIDE","Not Approved","",2.01952581675748
"F2R","WORTMANNIN","Not Approved","",0.252440727094685
"F2R","TYROSINE KINASE INHIBITOR","Not Approved","",0.155348139750575
"F2R","THERAPEUTIC GLUCOCORTICOID","Not Approved","",0.118795636279852
"F2R","BLEOMYCIN","Approved","antineoplastic agent",0.252440727094685
"F2R","DEHYDRATED ALCOHOL","Approved","",0.051127235867278
"F2R","TORIN 2","Not Approved","",0.288503688108211
"F2R","BEVACIZUMAB-AWWB","Approved","antineoplastic agent",0.100976290837874
"F2R","RUSALATIDE","Not Approved","for treatment of diabetic foot ulcers",0.673175272252494
"F2R","COMPOUND 22 [WO2019141694A1]","Not Approved","",2.01952581675748
"F2R","PZ-128","Not Approved","",2.01952581675748
"F2R","PAREGORIC","Approved","analgesic",0.0878054702938035
"F2R","ATOPAXAR","Not Approved","",2.01952581675748
"F2R","VORAPAXAR SULFATE","Approved","",2.01952581675748
"FLT3","PF-04691502","Not Approved","",0.054020237896805
"FLT3","APG-2575","Not Approved","",0.32412142738083
"FLT3","QUIZARTINIB","Approved","antineoplastic agent",1.0406003721174
"FLT3","SELINEXOR","Approved","",0.129648570952332
"FLT3","GW843682X","Not Approved","",0.0083108058302777
"FLT3","RECOMBINANT TRANSFORMING GROWTH FACTOR","Not Approved","",0.0294655843073482
"FLT3","CHEMBL:CHEMBL536151","Not Approved","",0.0810303568452076
"FLT3","SORAFENIB","Approved","antineoplastic agent",0.179119736184143
"FLT3","VS-5584","Not Approved","",0.0589311686146964
"FLT3","TYRPHOSTIN AG 1296","Not Approved","",0.32412142738083
"FLT3","TOFACITINIB","Approved","",0.0463030610544043
"FLT3","LUXEPTINIB","Not Approved","",0.162060713690415
"FLT3","CRENOLANIB","Not Approved","",0.605026664444216
"FLT3","PONATINIB","Approved","antineoplastic agent",0.427840284142696
"FLT3","IMATINIB","Approved","antineoplastic agent",0.0086432380634888
"FLT3","ONO-7475","Not Approved","",0.21608095158722
"FLT3","EVEROLIMUS","Approved","immunosuppressant",0.0185212244217617
"FLT3","OMACETAXINE MEPESUCCINATE","Approved","antineoplastic agent",0.129648570952332
"FLT3","MELK INHIBITOR OTS167","Not Approved","",0.64824285476166
"FLT3","PEXIDARTINIB","Approved","",0.185212244217617
"FLT3","FLT3 INHIBITOR BMF-500","Not Approved","",0.32412142738083
"FLT3","DUBERMATINIB","Not Approved","",0.10804047579361
"FLT3","KENPAULLONE","Not Approved","",0.00675252973710063
"FLT3","MIDOSTAURIN","Approved","antineoplastic agent",0.567212497916453
"FLT3","MOMELOTINIB","Approved","",0.0498648349816662
"FLT3","TANDUTINIB","Not Approved","antineoplastic agent",0.254666835799224
"FLT3","ALISERTIB","Not Approved","antineoplastic agent",0.0144053967724813
"FLT3","FF-10101","Not Approved","",0.43216190317444
"FLT3","PF-562271","Not Approved","",0.00300112432760028
"FLT3","CLOFARABINE","Approved","antineoplastic agent",0.0170590224937279
"FLT3","IDARUBICIN","Approved","Antineoplastic Agents",0.0202575892113019
"FLT3","TIRBANIBULIN","Approved","antineoplastic agent",0.194472856428498
"FLT3","AMUVATINIB","Not Approved","antineoplastic agent",0.185212244217617
"FLT3","TUSPETINIB","Not Approved","",0.32412142738083
"FLT3","ENASIDENIB","Approved","",0.0810303568452076
"FLT3","FLT3/CDK4/6 INHIBITOR FLX925","Not Approved","",0.32412142738083
"FLT3","IMC-EB10","Not Approved","",0.32412142738083
"FLT3","DANUSERTIB","Not Approved","",0.0810303568452076
"FLT3","LAS38096","Not Approved","",0.0294655843073482
"FLT3","AZACITIDINE","Approved","antineoplastic agent",0.0648242854761661
"FLT3","GTP-14564","Not Approved","",0.129648570952332
"FLT3","OLVEREMBATINIB","Not Approved","",0.162060713690415
"FLT3","ALTIRATINIB","Not Approved","",0.0648242854761661
"FLT3","LESTAURTINIB","Not Approved","antineoplastic agent",0.86432380634888
"FLT3","IBRUTINIB","Approved","antineoplastic agent",0.0294655843073482
"FLT3","TALAZOPARIB","Approved","",0.0240089946208022
"FLT3","AKN-028","Not Approved","",0.32412142738083
"FLT3","VENETOCLAX","Approved","",0.185212244217617
"FLT3","4SC-203","Not Approved","",0.0810303568452076
"FLT3","GSK690693","Not Approved","",0.0405151784226038
"FLT3","ENMD-981693","Not Approved","",0.0170590224937279
"FLT3","PACRITINIB","Approved","antineoplastic agent",0.252094443518424
"FLT3","ABIVERTINIB","Not Approved","",0.10804047579361
"FLT3","CHEMBL:CHEMBL1997335","Not Approved","",0.00771717684240072
"FLT3","ANTISERUM","Not Approved","",0.0185212244217617
"FLT3","AS-602868","Not Approved","",0.162060713690415
"FLT3","ENTRECTINIB","Approved","",0.00568634083124264
"FLT3","AVAPRITINIB","Approved","",0.129648570952332
"FLT3","NVP-TAE684","Not Approved","",0.00314680997457117
"FLT3","PEXIDARTINIB HYDROCHLORIDE","Approved","",0.10804047579361
"FLT3","ANTI-FLT3/CD3 BISPECIFIC ANTIBODY CLN-049","Not Approved","",0.32412142738083
"FLT3","BRIGATINIB","Approved","",0.0589311686146964
"FLT3","FLT3 TYROSINE KINASE INHIBITOR TTT-3002","Not Approved","",0.32412142738083
"FLT3","ITACNOSERTIB","Not Approved","",0.64824285476166
"FLT3","AST-487","Not Approved","",0.00790540066782513
"FLT3","PD98059","Not Approved","",0.21608095158722
"FLT3","DENFIVONTINIB HYDROCHLORIDE","Not Approved","",0.64824285476166
"FLT3","TRETINOIN","Approved","for treatment of acne",0.0106853217817856
"FLT3","HSP90 INHIBITOR LAM-003","Not Approved","",0.64824285476166
"FLT3","NEMTABRUTINIB","Not Approved","",0.32412142738083
"FLT3","SUNITINIB","Approved","antineoplastic agent",0.112450291132125
"FLT3","TYROSINE KINASE INHIBITOR","Not Approved","",0.0373986262362496
"FLT3","E6201","Not Approved","",0.0926061221088086
"FLT3","FLT3 INHIBITOR FF-10101 SUCCINATE","Not Approved","",0.32412142738083
"FLT3","CYTARABINE","Approved","antineoplastic agent",0.0560209874485385
"FLT3","K 252A","Not Approved","",0.32412142738083
"FLT3","GILTERITINIB","Approved","",0.494711652318109
"FLT3","AMG553","Not Approved","",0.32412142738083
"FLT3","CT-1578","Not Approved","",0.0810303568452076
"FLT3","TAMATINIB","Not Approved","",0.0160059964138682
"FLT3","C-1311","Not Approved","antineoplastic agent",0.0648242854761661
"FLT3","NILOTINIB","Approved","antineoplastic agent",0.0202575892113019
"FLT3","PHI-101","Not Approved","",0.32412142738083
"FLT3","GILTERITINIB FUMARATE","Approved","",0.162060713690415
"FLT3","METHOTREXATE","Approved","DMARD",0.00578788263180054
"FLT3","CDX-301","Not Approved","",0.32412142738083
"FLT3","CABOZANTINIB S-MALATE","Approved","antineoplastic agent",0.0441983764610223
"FLT3","BORTEZOMIB","Approved","antineoplastic agent",0.00376885380675384
"FLT3","ENTOSPLETINIB","Not Approved","",0.32412142738083
"FLT3","ARSENIC TRIOXIDE","Approved","antineoplastic agent",0.0249324174908331
"FLT3","TYRPHOSTIN AG 1295","Not Approved","",0.32412142738083
"FLT3","XL999","Not Approved","antineoplastic agent",0.0648242854761661
"FLT3","RECOMBINANT TRANSFORMING GROWTH FACTOR-BETA 1","Not Approved","",0.0308687073696029
"FLT3","ENMD-2076","Not Approved","antineoplastic agent",0.0418221196620426
"FLT3","FLYSYN","Not Approved","",0.32412142738083
"FLT3","SHP2 INHIBITOR ERAS-601","Not Approved","",0.32412142738083
"FLT3","DECITABINE","Approved","antineoplastic agent",0.0259297141904664
"FLT3","CYC-116","Not Approved","",0.00334145801423536
"FLT3","FEDRATINIB","Approved","antineoplastic agent",0.0463030610544043
"FLT3","FAMITINIB","Not Approved","",0.0463030610544043
"FLT3","CENISERTIB","Not Approved","antineoplastic agent",0.00824037527239399
"FLT3","AGS62P1","Not Approved","",0.32412142738083
"FLT3","4SC-202","Not Approved","antineoplastic agent",0.054020237896805
"FLT3","FLT-3 INHIBITOR","Not Approved","",0.32412142738083
"FLT3","MRX-2843","Not Approved","",0.64824285476166
"FLT3","FLT3/ABL/AURORA KINASE INHIBITOR KW-2449","Not Approved","",0.32412142738083
"FLT3","FIMEPINOSTAT","Not Approved","",0.0249324174908331
"FLT3","SONIDEGIB","Approved","antineoplastic agent",0.10804047579361
"FLT3","CM-082","Not Approved","",0.0810303568452076
"FLT3","ZOTIRACICLIB","Not Approved","",0.162060713690415
"FLT3","AKT INHIBITOR MK2206","Not Approved","",0.0607727676339057
"FLT3","FN-1501","Not Approved","",0.64824285476166
"FLT3","AT-9283","Not Approved","",0.0270101189484025
"FLT3","AZD1480","Not Approved","",0.0810303568452076
"FLT3","GELDANAMYCIN","Not Approved","",0.0694545915816065
"FLT3","SU-014813","Not Approved","",0.0463030610544043
"FLT3","BAY 61-3606","Not Approved","",0.00790540066782513
"FLT3","TAZEMETOSTAT","Approved","",0.0926061221088086
"FLT3","BARASERTIB-HQPA","Not Approved","",0.0140922359730796
"FLT3","REVUMENIB","Not Approved","",0.32412142738083
"FLT3","GO-6976","Not Approved","",0.00753770761350768
"FLT3","ANTHRACYCLINE ANTINEOPLASTIC ANTIBIOTIC","Not Approved","",0.0270101189484025
"FLT3","REBASTINIB","Not Approved","",0.10804047579361
"FLT3","SP-600125","Not Approved","",0.00364181379079584
"FLT3","HESPERADIN","Not Approved","",0.00810303568452076
"FLT3","PATIDEGIB","Not Approved","",0.21608095158722
"FLT3","GLASDEGIB","Approved","",0.162060713690415
"FLT3","OLAPARIB","Approved","",0.0147327921536741
"FLT3","ILORASERTIB","Not Approved","",0.00279415023604164
"FLT3","SGI-1776","Not Approved","antineoplastic agent",0.10804047579361
"FLT3","AGL 2043","Not Approved","",0.162060713690415
"FLT3","RUXOLITINIB","Approved","antiinflammatory agent,antineoplastic agent",0.0381319326330389
"FLT3","IPATASERTIB","Not Approved","antineoplastic agent",0.054020237896805
"FLT3","HERBIMYCIN A","Not Approved","",0.0810303568452076
"FLT3","GMI-1359","Not Approved","",0.10804047579361
"FLT3","MIRDAMETINIB","Not Approved","",0.0405151784226038
"FLT3","PACRITINIB CITRATE","Approved","",0.162060713690415
"FLT3","CEP-2563","Not Approved","",0.0190659663165194
"FLT3","DAUNORUBICIN LIPOSOMAL","Approved","antineoplastic agent",0.0427412871271424
"FLT3","AGI-5198","Not Approved","",0.21608095158722
"FLT3","P505-15","Not Approved","antiinflammatory agent",0.10804047579361
"FLT3","FEDRATINIB HYDROCHLORIDE","Approved","",0.162060713690415
"FLT3","XL-999","Not Approved","",0.0294655843073482
"FLT3","SITRAVATINIB","Not Approved","",0.0405151784226038
"FLT3","RG-1530","Not Approved","",0.00689620058257086
"FLT3","RUSERONTINIB","Not Approved","",0.0810303568452076
"FLT3","PD-0166285","Not Approved","",0.00623310437270827
"FLT3","KW-2449","Not Approved","",0.243091070535623
"FLT3","NINGETINIB","Not Approved","",0.0648242854761661
"FLT3","TRAMETINIB DIMETHYL SULFOXIDE","Approved","antineoplastic agent",0.0388945712856996
