ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0048679,regulation of axon regeneration,2/360,32/18888,0.0625,3.279166667,1.798642117,0.123793798,0.557523296,0.514937358,6696/9314,2
GO:2000463,positive regulation of excitatory postsynaptic potential,2/360,32/18888,0.0625,3.279166667,1.798642117,0.123793798,0.557523296,0.514937358,85358/1139,2
GO:0002220,innate immune response activating cell surface receptor signaling pathway,4/360,100/18888,0.04,2.098666667,1.535479922,0.123994629,0.557523296,0.514937358,7305/7099/64581/338382,4
GO:0008593,regulation of Notch signaling pathway,4/360,100/18888,0.04,2.098666667,1.535479922,0.123994629,0.557523296,0.514937358,441478/4856/182/3815,4
GO:0009636,response to toxic substance,8/360,260/18888,0.030769231,1.614358974,1.390414332,0.125276563,0.56260289,0.519628951,4353/1572/114112/25841/5582/6571/3048/6280,8
GO:0001101,response to acid chemical,5/360,139/18888,0.035971223,1.887290168,1.463532881,0.12700914,0.564116588,0.521027026,552/3856/1536/7846/56034,5
GO:0002931,response to ischemia,3/360,65/18888,0.046153846,2.421538462,1.600255547,0.127107838,0.564116588,0.521027026,8864/4883/815,3
GO:0010324,membrane invagination,3/360,65/18888,0.046153846,2.421538462,1.600255547,0.127107838,0.564116588,0.521027026,575/2209/389610,3
GO:0030225,macrophage differentiation,3/360,65/18888,0.046153846,2.421538462,1.600255547,0.127107838,0.564116588,0.521027026,1050/7099/9173,3
GO:0033363,secretory granule organization,3/360,65/18888,0.046153846,2.421538462,1.600255547,0.127107838,0.564116588,0.521027026,5819/25946/84519,3
GO:0043903,regulation of biological process involved in symbiotic interaction,3/360,65/18888,0.046153846,2.421538462,1.600255547,0.127107838,0.564116588,0.521027026,5819/3965/25893,3
GO:0080164,regulation of nitric oxide metabolic process,3/360,65/18888,0.046153846,2.421538462,1.600255547,0.127107838,0.564116588,0.521027026,9314/7099/64581,3
GO:0005976,polysaccharide metabolic process,4/360,101/18888,0.03960396,2.077887789,1.51399343,0.127292542,0.564116588,0.521027026,8864/1950/8972/3340,4
GO:0034446,substrate adhesion-dependent cell spreading,4/360,101/18888,0.03960396,2.077887789,1.51399343,0.127292542,0.564116588,0.521027026,8324/79778/91663/1942,4
GO:0043255,regulation of carbohydrate biosynthetic process,4/360,101/18888,0.03960396,2.077887789,1.51399343,0.127292542,0.564116588,0.521027026,4837/1950/5028/2875,4
GO:0120162,positive regulation of cold-induced thermogenesis,4/360,101/18888,0.03960396,2.077887789,1.51399343,0.127292542,0.564116588,0.521027026,8864/9658/56034/51316,4
GO:1903034,regulation of response to wounding,6/360,179/18888,0.033519553,1.758659218,1.421564065,0.128015109,0.566639335,0.523357075,5054/6696/9314/150/8840/64581,6
GO:1903522,regulation of blood circulation,8/360,262/18888,0.030534351,1.602035623,1.367828051,0.129215908,0.567640655,0.524281911,151/775/552/8864/150/26251/481/133,8
GO:0008360,regulation of cell shape,5/360,140/18888,0.035714286,1.873809524,1.446511161,0.129794648,0.567640655,0.524281911,2268/6708/5028/10395/3815,5
GO:0002063,chondrocyte development,2/360,33/18888,0.060606061,3.17979798,1.746941721,0.130196104,0.567640655,0.524281911,8817/23213,2
GO:0002862,negative regulation of inflammatory response to antigenic stimulus,2/360,33/18888,0.060606061,3.17979798,1.746941721,0.130196104,0.567640655,0.524281911,2268/10769,2
GO:0019934,cGMP-mediated signaling,2/360,33/18888,0.060606061,3.17979798,1.746941721,0.130196104,0.567640655,0.524281911,2983/3000,2
GO:0033198,response to ATP,2/360,33/18888,0.060606061,3.17979798,1.746941721,0.130196104,0.567640655,0.524281911,5028/9127,2
GO:0035115,embryonic forelimb morphogenesis,2/360,33/18888,0.060606061,3.17979798,1.746941721,0.130196104,0.567640655,0.524281911,775/6469,2
GO:0045648,positive regulation of erythrocyte differentiation,2/360,33/18888,0.060606061,3.17979798,1.746941721,0.130196104,0.567640655,0.524281911,3304/2623,2
GO:0045671,negative regulation of osteoclast differentiation,2/360,33/18888,0.060606061,3.17979798,1.746941721,0.130196104,0.567640655,0.524281911,9935/7099,2
GO:0051497,negative regulation of stress fiber assembly,2/360,33/18888,0.060606061,3.17979798,1.746941721,0.130196104,0.567640655,0.524281911,10395/84952,2
GO:0060795,cell fate commitment involved in formation of primary germ layer,2/360,33/18888,0.060606061,3.17979798,1.746941721,0.130196104,0.567640655,0.524281911,9314/8324,2
GO:0061436,establishment of skin barrier,2/360,33/18888,0.060606061,3.17979798,1.746941721,0.130196104,0.567640655,0.524281911,9314/3868,2
GO:0032496,response to lipopolysaccharide,10/360,348/18888,0.028735632,1.507662835,1.332381511,0.130237899,0.567640655,0.524281911,5054/1440/2623/2920/4353/7099/133/2921/6280/3965,10
GO:2000177,regulation of neural precursor cell proliferation,4/360,102/18888,0.039215686,2.05751634,1.492754822,0.130627005,0.567980083,0.524595412,131405/1950/6469/10653,4
GO:0099003,vesicle-mediated transport in synapse,7/360,221/18888,0.031674208,1.661840121,1.379527725,0.130726113,0.567980083,0.524595412,23237/5413/5028/2901/5582/6571/1759,7
GO:1902903,regulation of supramolecular fiber organization,11/360,392/18888,0.028061224,1.472278912,1.317107274,0.130972575,0.567980083,0.524595412,1440/4868/3304/6708/91663/85358/9463/10395/1139/6710/84952,11
GO:0000271,polysaccharide biosynthetic process,3/360,66/18888,0.045454545,2.384848485,1.570940777,0.131391497,0.567980083,0.524595412,8864/1950/3340,3
GO:0006949,syncytium formation,3/360,66/18888,0.045454545,2.384848485,1.570940777,0.131391497,0.567980083,0.524595412,575/4868/7305,3
GO:0030837,negative regulation of actin filament polymerization,3/360,66/18888,0.045454545,2.384848485,1.570940777,0.131391497,0.567980083,0.524595412,6708/91663/6710,3
GO:0031100,animal organ regeneration,3/360,66/18888,0.045454545,2.384848485,1.570940777,0.131391497,0.567980083,0.524595412,2623/4837/133,3
GO:0070828,heterochromatin organization,5/360,141/18888,0.035460993,1.860520095,1.429628352,0.132607787,0.572568201,0.52883307,8337/8338/3013/6615/7503,5
GO:0048515,spermatid differentiation,7/360,222/18888,0.031531532,1.654354354,1.367043464,0.132927576,0.573279254,0.52948981,5819/55329/89765/3815/84519/6954/80726,7
GO:0051345,positive regulation of hydrolase activity,13/360,482/18888,0.026970954,1.415076072,1.286737559,0.13330993,0.574258158,0.530393942,3655/552/5319/10395/64581/1378/1942/6280/153020/3815/3965/9966/11138,13
GO:0071216,cellular response to biotic stimulus,8/360,265/18888,0.030188679,1.583899371,1.334303399,0.135243869,0.575990716,0.531994159,5054/1440/2623/2920/7099/978/64581/2921,8
GO:0019827,stem cell population maintenance,6/360,182/18888,0.032967033,1.72967033,1.378765429,0.135388704,0.575990716,0.531994159,9314/23569/182/8324/57167/3815,6
GO:0034341,response to type II interferon,5/360,142/18888,0.035211268,1.84741784,1.412882149,0.135448235,0.575990716,0.531994159,7099/815/338382/3965/8942,5
GO:0046888,negative regulation of hormone secretion,3/360,67/18888,0.044776119,2.349253731,1.542155444,0.135725232,0.575990716,0.531994159,4856/150/94121,3
GO:0097192,extrinsic apoptotic signaling pathway in absence of ligand,3/360,67/18888,0.044776119,2.349253731,1.542155444,0.135725232,0.575990716,0.531994159,219699/3304/2623,3
GO:2000630,positive regulation of miRNA metabolic process,3/360,67/18888,0.044776119,2.349253731,1.542155444,0.135725232,0.575990716,0.531994159,4613/9314/7503,3
GO:0046651,lymphocyte proliferation,9/360,308/18888,0.029220779,1.533116883,1.31490207,0.135896732,0.575990716,0.531994159,7305/11326/7099/6469/6708/4332/1378/3965/202309,9
GO:0001782,B cell homeostasis,2/360,34/18888,0.058823529,3.08627451,1.697178918,0.136673122,0.575990716,0.531994159,124976/202309,2
GO:0009112,nucleobase metabolic process,2/360,34/18888,0.058823529,3.08627451,1.697178918,0.136673122,0.575990716,0.531994159,55/978,2
GO:0010863,positive regulation of phospholipase C activity,2/360,34/18888,0.058823529,3.08627451,1.697178918,0.136673122,0.575990716,0.531994159,552/3815,2
GO:0032743,positive regulation of interleukin-2 production,2/360,34/18888,0.058823529,3.08627451,1.697178918,0.136673122,0.575990716,0.531994159,9308/64581,2
GO:0035456,response to interferon-beta,2/360,34/18888,0.058823529,3.08627451,1.697178918,0.136673122,0.575990716,0.531994159,815/4332,2
GO:0070528,protein kinase C signaling,2/360,34/18888,0.058823529,3.08627451,1.697178918,0.136673122,0.575990716,0.531994159,566/91663,2
GO:0070570,regulation of neuron projection regeneration,2/360,34/18888,0.058823529,3.08627451,1.697178918,0.136673122,0.575990716,0.531994159,6696/9314,2
GO:0071875,adrenergic receptor signaling pathway,2/360,34/18888,0.058823529,3.08627451,1.697178918,0.136673122,0.575990716,0.531994159,151/150,2
GO:0090162,establishment of epithelial cell polarity,2/360,34/18888,0.058823529,3.08627451,1.697178918,0.136673122,0.575990716,0.531994159,5754/6469,2
GO:1901797,negative regulation of signal transduction by p53 class mediator,2/360,34/18888,0.058823529,3.08627451,1.697178918,0.136673122,0.575990716,0.531994159,6615/25946,2
GO:1904861,excitatory synapse assembly,2/360,34/18888,0.058823529,3.08627451,1.697178918,0.136673122,0.575990716,0.531994159,9379/85358,2
GO:2000677,regulation of transcription regulatory region DNA binding,2/360,34/18888,0.058823529,3.08627451,1.697178918,0.136673122,0.575990716,0.531994159,2623/8864,2
GO:0045088,regulation of innate immune response,12/360,440/18888,0.027272727,1.430909091,1.274840404,0.137159987,0.577384181,0.533281185,5819/2268/3304/7305/11326/7099/4332/64581/1378/338382/6280/3965,12
GO:0042100,B cell proliferation,4/360,104/18888,0.038461538,2.017948718,1.450998619,0.137403134,0.577749696,0.533618781,7305/7099/4332/202309,4
GO:0007219,Notch signaling pathway,6/360,183/18888,0.032786885,1.720218579,1.364675764,0.137890425,0.579139783,0.534902688,1050/441478/4856/182/6615/3815,6
GO:0030217,T cell differentiation,9/360,310/18888,0.029032258,1.523225806,1.294759163,0.139688815,0.586027085,0.541263909,9935/441478/9308/2207/6469/8324/1378/3815/3965,9
GO:0006919,activation of cysteine-type endopeptidase activity involved in apoptotic process,3/360,68/18888,0.044117647,2.314705882,1.513880944,0.140107581,0.586452569,0.541656892,10395/6280/9966,3
GO:0035019,somatic stem cell population maintenance,3/360,68/18888,0.044117647,2.314705882,1.513880944,0.140107581,0.586452569,0.541656892,9314/57167/3815,3
GO:0001909,leukocyte mediated cytotoxicity,5/360,144/18888,0.034722222,1.821759259,1.379790607,0.141209745,0.589730189,0.544684154,5819/566/7305/2209/3965,5
GO:0030534,adult behavior,5/360,144/18888,0.034722222,1.821759259,1.379790607,0.141209745,0.589730189,0.544684154,5413/9379/22941/7846/85358,5
GO:0060828,regulation of canonical Wnt signaling pathway,8/360,268/18888,0.029850746,1.566169154,1.301194542,0.141412475,0.589910279,0.544850488,6424/5800/441478/5754/1950/6469/8324/84327,8
GO:0001893,maternal placenta development,2/360,35/18888,0.057142857,2.998095238,1.64921943,0.143219701,0.592102924,0.54687565,6696/51673,2
GO:0002446,neutrophil mediated immunity,2/360,35/18888,0.057142857,2.998095238,1.64921943,0.143219701,0.592102924,0.54687565,566/5319,2
GO:0009119,ribonucleoside metabolic process,2/360,35/18888,0.057142857,2.998095238,1.64921943,0.143219701,0.592102924,0.54687565,55/978,2
GO:0015701,bicarbonate transport,2/360,35/18888,0.057142857,2.998095238,1.64921943,0.143219701,0.592102924,0.54687565,10861/7439,2
GO:0048048,embryonic eye morphogenesis,2/360,35/18888,0.057142857,2.998095238,1.64921943,0.143219701,0.592102924,0.54687565,2201/220,2
GO:0050974,detection of mechanical stimulus involved in sensory perception,2/360,35/18888,0.057142857,2.998095238,1.64921943,0.143219701,0.592102924,0.54687565,3815/25861,2
GO:0061081,positive regulation of myeloid leukocyte cytokine production involved in immune response,2/360,35/18888,0.057142857,2.998095238,1.64921943,0.143219701,0.592102924,0.54687565,7099/3815,2
GO:0098810,neurotransmitter reuptake,2/360,35/18888,0.057142857,2.998095238,1.64921943,0.143219701,0.592102924,0.54687565,8864/6571,2
GO:0050708,regulation of protein secretion,8/360,269/18888,0.029739777,1.560346964,1.290248779,0.1434995,0.592596817,0.547331817,4856/8864/150/338442/7099/5319/9463/94121,8
GO:0042180,cellular ketone metabolic process,7/360,227/18888,0.030837004,1.617914831,1.30554715,0.144207723,0.593325344,0.548004697,51166/552/8529/133/6770/8942/8644,7
GO:0032526,response to retinoic acid,4/360,106/18888,0.037735849,1.979874214,1.410167863,0.144318042,0.593325344,0.548004697,5754/9314/1911/8324,4
GO:0034308,primary alcohol metabolic process,4/360,106/18888,0.037735849,1.979874214,1.410167863,0.144318042,0.593325344,0.548004697,220/55/1558/8644,4
GO:0042472,inner ear morphogenesis,4/360,106/18888,0.037735849,1.979874214,1.410167863,0.144318042,0.593325344,0.548004697,9935/220/5754/25861,4
GO:0038034,signal transduction in absence of ligand,3/360,69/18888,0.043478261,2.28115942,1.486099603,0.144537079,0.593565605,0.548226606,219699/3304/2623,3
GO:0098727,maintenance of cell number,6/360,186/18888,0.032258065,1.692473118,1.322920767,0.145524345,0.59695669,0.551358665,9314/23569/182/8324/57167/3815,6
GO:0001701,in utero embryonic development,11/360,401/18888,0.027431421,1.439235245,1.239237699,0.145977197,0.596958772,0.551360588,321/23764/1050/2623/9314/3856/4952/6615/133/57167/10653,11
GO:0006631,fatty acid metabolic process,11/360,401/18888,0.027431421,1.439235245,1.239237699,0.145977197,0.596958772,0.551360588,552/8864/8529/5319/1572/11283/5577/2687/1558/116285/8644,11
GO:0045766,positive regulation of angiogenesis,6/360,187/18888,0.032085561,1.68342246,1.309170181,0.148111209,0.596958772,0.551360588,5054/8817/9314/1536/1139/133,6
GO:0032922,circadian regulation of gene expression,3/360,70/18888,0.042857143,2.248571429,1.45879461,0.149012265,0.596958772,0.551360588,3397/8864/79365,3
GO:2000401,regulation of lymphocyte migration,3/360,70/18888,0.042857143,2.248571429,1.45879461,0.149012265,0.596958772,0.551360588,8174/148823/124976,3
GO:0032943,mononuclear cell proliferation,9/360,315/18888,0.028571429,1.499047619,1.245015347,0.14940406,0.596958772,0.551360588,7305/11326/7099/6469/6708/4332/1378/3965/202309,9
GO:0001569,branching involved in blood vessel morphogenesis,2/360,36/18888,0.055555556,2.914814815,1.602941907,0.149830857,0.596958772,0.551360588,441478/6469,2
GO:0006516,glycoprotein catabolic process,2/360,36/18888,0.055555556,2.914814815,1.602941907,0.149830857,0.596958772,0.551360588,1471/129807,2
GO:0007617,mating behavior,2/360,36/18888,0.055555556,2.914814815,1.602941907,0.149830857,0.596958772,0.551360588,552/5028,2
GO:0032094,response to food,2/360,36/18888,0.055555556,2.914814815,1.602941907,0.149830857,0.596958772,0.551360588,4353/5582,2
GO:0032435,negative regulation of proteasomal ubiquitin-dependent protein catabolic process,2/360,36/18888,0.055555556,2.914814815,1.602941907,0.149830857,0.596958772,0.551360588,2272/6469,2
GO:0043372,"positive regulation of CD4-positive, alpha-beta T cell differentiation",2/360,36/18888,0.055555556,2.914814815,1.602941907,0.149830857,0.596958772,0.551360588,9308/3965,2
GO:0045589,regulation of regulatory T cell differentiation,2/360,36/18888,0.055555556,2.914814815,1.602941907,0.149830857,0.596958772,0.551360588,1378/3965,2
GO:0045920,negative regulation of exocytosis,2/360,36/18888,0.055555556,2.914814815,1.602941907,0.149830857,0.596958772,0.551360588,150/3965,2
GO:0050931,pigment cell differentiation,2/360,36/18888,0.055555556,2.914814815,1.602941907,0.149830857,0.596958772,0.551360588,4286/3815,2
GO:0070633,transepithelial transport,2/360,36/18888,0.055555556,2.914814815,1.602941907,0.149830857,0.596958772,0.551360588,7439/1187,2
GO:0071425,hematopoietic stem cell proliferation,2/360,36/18888,0.055555556,2.914814815,1.602941907,0.149830857,0.596958772,0.551360588,1050/8848,2
GO:1900274,regulation of phospholipase C activity,2/360,36/18888,0.055555556,2.914814815,1.602941907,0.149830857,0.596958772,0.551360588,552/3815,2
GO:0002685,regulation of leukocyte migration,7/360,230/18888,0.030434783,1.596811594,1.269366681,0.151189199,0.596958772,0.551360588,5054/1843/4856/8174/3965/148823/124976,7
GO:0003279,cardiac septum development,4/360,108/18888,0.037037037,1.943209877,1.370221864,0.15136664,0.596958772,0.551360588,5754/182/3340/57167,4
GO:0006939,smooth muscle contraction,4/360,108/18888,0.037037037,1.943209877,1.370221864,0.15136664,0.596958772,0.551360588,151/150/23213/3815,4
GO:0042326,negative regulation of phosphorylation,9/360,316/18888,0.028481013,1.494303797,1.235169674,0.151386813,0.596958772,0.551360588,1843/5800/3082/10408/5577/91663/154043/64798/84327,9
GO:0043086,negative regulation of catalytic activity,12/360,449/18888,0.026726058,1.402227171,1.202387251,0.151686636,0.596958772,0.551360588,5054/1843/5800/9314/1475/10408/1471/22925/5577/815/1378/64798,12
GO:0010038,response to metal ion,10/360,360/18888,0.027777778,1.457407407,1.221402044,0.151703952,0.596958772,0.551360588,1050/2354/56670/23498/6469/1536/7846/26/3815/8644,10
GO:0061136,regulation of proteasomal protein catabolic process,6/360,189/18888,0.031746032,1.665608466,1.281914375,0.15334698,0.596958772,0.551360588,1050/2272/3304/6469/161582/5582,6
GO:0035567,non-canonical Wnt signaling pathway,3/360,71/18888,0.042253521,2.216901408,1.431949972,0.153531677,0.596958772,0.551360588,6424/5754/8324,3
GO:0071677,positive regulation of mononuclear cell migration,3/360,71/18888,0.042253521,2.216901408,1.431949972,0.153531677,0.596958772,0.551360588,5054/8174/3965,3
GO:0030308,negative regulation of cell growth,6/360,190/18888,0.031578947,1.656842105,1.268407136,0.155995443,0.596958772,0.551360588,6696/57556/3304/4856/56981/978,6
GO:1904018,positive regulation of vasculature development,6/360,190/18888,0.031578947,1.656842105,1.268407136,0.155995443,0.596958772,0.551360588,5054/8817/9314/1536/1139/133,6
GO:0008277,regulation of G protein-coupled receptor signaling pathway,5/360,149/18888,0.033557047,1.760626398,1.299301058,0.156067822,0.596958772,0.551360588,246176/55/815/3000/133,5
GO:0003018,vascular process in circulatory system,8/360,275/18888,0.029090909,1.52630303,1.225497694,0.156338312,0.596958772,0.551360588,151/4037/566/552/8864/150/5028/133,8
GO:0002474,antigen processing and presentation of peptide antigen via MHC class I,2/360,37/18888,0.054054054,2.836036036,1.558236366,0.15650177,0.596958772,0.551360588,2207/2209,2
GO:0008207,C21-steroid hormone metabolic process,2/360,37/18888,0.054054054,2.836036036,1.558236366,0.15650177,0.596958772,0.551360588,133/8644,2
GO:0021696,cerebellar cortex morphogenesis,2/360,37/18888,0.054054054,2.836036036,1.558236366,0.15650177,0.596958772,0.551360588,7846/25861,2
GO:0033280,response to vitamin D,2/360,37/18888,0.054054054,2.836036036,1.558236366,0.15650177,0.596958772,0.551360588,6696/4330,2
GO:0045880,positive regulation of smoothened signaling pathway,2/360,37/18888,0.054054054,2.836036036,1.558236366,0.15650177,0.596958772,0.551360588,6469/3340,2
GO:0060392,negative regulation of SMAD protein signal transduction,2/360,37/18888,0.054054054,2.836036036,1.558236366,0.15650177,0.596958772,0.551360588,4856/8483,2
GO:0071404,cellular response to low-density lipoprotein particle stimulus,2/360,37/18888,0.054054054,2.836036036,1.558236366,0.15650177,0.596958772,0.551360588,7099/2207,2
GO:0006024,glycosaminoglycan biosynthetic process,3/360,72/18888,0.041666667,2.186111111,1.405550454,0.158093858,0.596958772,0.551360588,93010/1950/3340,3
GO:1901184,regulation of ERBB signaling pathway,3/360,72/18888,0.041666667,2.186111111,1.405550454,0.158093858,0.596958772,0.551360588,10551/150/79628,3
GO:0002705,positive regulation of leukocyte mediated immunity,5/360,150/18888,0.033333333,1.748888889,1.283570918,0.159114492,0.596958772,0.551360588,5819/7305/2209/64581/3815,5
GO:0046546,development of primary male sexual characteristics,5/360,150/18888,0.033333333,1.748888889,1.283570918,0.159114492,0.596958772,0.551360588,10184/2623/23639/3815/8644,5
GO:0007229,integrin-mediated signaling pathway,4/360,111/18888,0.036036036,1.890690691,1.311878966,0.16217883,0.596958772,0.551360588,3655/2268/80739/8174,4
GO:0009063,amino acid catabolic process,4/360,111/18888,0.036036036,1.890690691,1.311878966,0.16217883,0.596958772,0.551360588,51166/23498/2875/8942,4
GO:0014812,muscle cell migration,4/360,111/18888,0.036036036,1.890690691,1.311878966,0.16217883,0.596958772,0.551360588,5054/4856/8840/7099,4
GO:0003170,heart valve development,3/360,73/18888,0.04109589,2.156164384,1.379581541,0.162697354,0.596958772,0.551360588,182/1942/6615,3
GO:0045109,intermediate filament organization,3/360,73/18888,0.04109589,2.156164384,1.379581541,0.162697354,0.596958772,0.551360588,6469/3868/3872,3
GO:0046635,positive regulation of alpha-beta T cell activation,3/360,73/18888,0.04109589,2.156164384,1.379581541,0.162697354,0.596958772,0.551360588,9308/6469/3965,3
GO:0043001,Golgi to plasma membrane protein transport,2/360,38/18888,0.052631579,2.761403509,1.515002843,0.163227779,0.596958772,0.551360588,81693/63971,2
GO:0045823,positive regulation of heart contraction,2/360,38/18888,0.052631579,2.761403509,1.515002843,0.163227779,0.596958772,0.551360588,552/133,2
GO:0048854,brain morphogenesis,2/360,38/18888,0.052631579,2.761403509,1.515002843,0.163227779,0.596958772,0.551360588,7846/85358,2
GO:0055094,response to lipoprotein particle,2/360,38/18888,0.052631579,2.761403509,1.515002843,0.163227779,0.596958772,0.551360588,7099/2207,2
GO:1902229,regulation of intrinsic apoptotic signaling pathway in response to DNA damage,2/360,38/18888,0.052631579,2.761403509,1.515002843,0.163227779,0.596958772,0.551360588,6615/25946,2
GO:0072073,kidney epithelium development,5/360,152/18888,0.032894737,1.725877193,1.252463204,0.165279964,0.596958772,0.551360588,4868/5800/182/6469/55083,5
GO:0044782,cilium organization,11/360,412/18888,0.026699029,1.400809061,1.146570153,0.165480954,0.596958772,0.551360588,5819/145788/55329/89765/161582/23639/254050/4952/85462/375307/136332,11
GO:0045833,negative regulation of lipid metabolic process,4/360,112/18888,0.035714286,1.873809524,1.292833855,0.165844063,0.596958772,0.551360588,150/338442/6615/8644,4
GO:0030258,lipid modification,6/360,194/18888,0.030927835,1.622680412,1.215159873,0.166787798,0.596958772,0.551360588,26301/8529/79948/4952/1558/116285,6
GO:0050777,negative regulation of immune response,6/360,194/18888,0.030927835,1.622680412,1.215159873,0.166787798,0.596958772,0.551360588,2268/11326/1378/3965/9173/10769,6
GO:0071466,cellular response to xenobiotic stimulus,6/360,194/18888,0.030927835,1.622680412,1.215159873,0.166787798,0.596958772,0.551360588,8529/8856/1572/1558/134147/116285,6
GO:0046637,regulation of alpha-beta T cell differentiation,3/360,74/18888,0.040540541,2.127027027,1.354029388,0.167340719,0.596958772,0.551360588,9308/6469/3965,3
GO:0050709,negative regulation of protein secretion,3/360,74/18888,0.040540541,2.127027027,1.354029388,0.167340719,0.596958772,0.551360588,4856/150/94121,3
GO:0070373,negative regulation of ERK1 and ERK2 cascade,3/360,74/18888,0.040540541,2.127027027,1.354029388,0.167340719,0.596958772,0.551360588,57556/7099/154043,3
GO:0002237,response to molecule of bacterial origin,10/360,369/18888,0.027100271,1.421860885,1.140754384,0.168906064,0.596958772,0.551360588,5054/1440/2623/2920/4353/7099/133/2921/6280/3965,10
GO:0006664,glycolipid metabolic process,4/360,113/18888,0.03539823,1.857227139,1.273982992,0.169538767,0.596958772,0.551360588,26301/64090/3815/129807,4
GO:0001990,regulation of systemic arterial blood pressure by hormone,2/360,39/18888,0.051282051,2.690598291,1.473150242,0.17000438,0.596958772,0.551360588,56670/552,2
GO:0032350,regulation of hormone metabolic process,2/360,39/18888,0.051282051,2.690598291,1.473150242,0.17000438,0.596958772,0.551360588,133/8644,2
GO:0033028,myeloid cell apoptotic process,2/360,39/18888,0.051282051,2.690598291,1.473150242,0.17000438,0.596958772,0.551360588,2623/338442,2
GO:0040036,regulation of fibroblast growth factor receptor signaling pathway,2/360,39/18888,0.051282051,2.690598291,1.473150242,0.17000438,0.596958772,0.551360588,90993/23213,2
GO:0070232,regulation of T cell apoptotic process,2/360,39/18888,0.051282051,2.690598291,1.473150242,0.17000438,0.596958772,0.551360588,1942/3965,2
GO:1903524,positive regulation of blood circulation,2/360,39/18888,0.051282051,2.690598291,1.473150242,0.17000438,0.596958772,0.551360588,552/133,2
GO:0008064,regulation of actin polymerization or depolymerization,5/360,154/18888,0.032467532,1.703463203,1.221813607,0.171539105,0.596958772,0.551360588,1440/4868/6708/91663/6710,5
GO:0043473,pigmentation,4/360,114/18888,0.035087719,1.840935673,1.255322358,0.173262268,0.596958772,0.551360588,4286/63971/3815/124976,4
GO:1903509,liposaccharide metabolic process,4/360,114/18888,0.035087719,1.840935673,1.255322358,0.173262268,0.596958772,0.551360588,26301/64090/3815/129807,4
GO:0051051,negative regulation of transport,12/360,462/18888,0.025974026,1.362770563,1.100413634,0.174023606,0.596958772,0.551360588,151/6424/4856/150/8529/1950/6469/22925/5028/94121/3965/79772,12
GO:0001794,type IIa hypersensitivity,1/360,10/18888,0.1,5.246666667,1.872356971,0.175091899,0.596958772,0.551360588,2209,1
GO:0002291,T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell,1/360,10/18888,0.1,5.246666667,1.872356971,0.175091899,0.596958772,0.551360588,3965,1
GO:0002361,"CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation",1/360,10/18888,0.1,5.246666667,1.872356971,0.175091899,0.596958772,0.551360588,3965,1
GO:0002420,natural killer cell mediated cytotoxicity directed against tumor cell target,1/360,10/18888,0.1,5.246666667,1.872356971,0.175091899,0.596958772,0.551360588,5819,1
GO:0002445,type II hypersensitivity,1/360,10/18888,0.1,5.246666667,1.872356971,0.175091899,0.596958772,0.551360588,2209,1
GO:0002536,respiratory burst involved in inflammatory response,1/360,10/18888,0.1,5.246666667,1.872356971,0.175091899,0.596958772,0.551360588,6280,1
GO:0002855,regulation of natural killer cell mediated immune response to tumor cell,1/360,10/18888,0.1,5.246666667,1.872356971,0.175091899,0.596958772,0.551360588,5819,1
GO:0002883,regulation of hypersensitivity,1/360,10/18888,0.1,5.246666667,1.872356971,0.175091899,0.596958772,0.551360588,2209,1
GO:0003056,regulation of vascular associated smooth muscle contraction,1/360,10/18888,0.1,5.246666667,1.872356971,0.175091899,0.596958772,0.551360588,151,1
GO:0003140,determination of left/right asymmetry in lateral mesoderm,1/360,10/18888,0.1,5.246666667,1.872356971,0.175091899,0.596958772,0.551360588,6469,1
GO:0006228,UTP biosynthetic process,1/360,10/18888,0.1,5.246666667,1.872356971,0.175091899,0.596958772,0.551360588,4833,1
GO:0007440,foregut morphogenesis,1/360,10/18888,0.1,5.246666667,1.872356971,0.175091899,0.596958772,0.551360588,6469,1
GO:0008300,isoprenoid catabolic process,1/360,10/18888,0.1,5.246666667,1.872356971,0.175091899,0.596958772,0.551360588,8644,1
GO:0009756,carbohydrate mediated signaling,1/360,10/18888,0.1,5.246666667,1.872356971,0.175091899,0.596958772,0.551360588,64581,1
GO:0010454,negative regulation of cell fate commitment,1/360,10/18888,0.1,5.246666667,1.872356971,0.175091899,0.596958772,0.551360588,8324,1
GO:0010496,intercellular transport,1/360,10/18888,0.1,5.246666667,1.872356971,0.175091899,0.596958772,0.551360588,23237,1
GO:0022400,regulation of rhodopsin mediated signaling pathway,1/360,10/18888,0.1,5.246666667,1.872356971,0.175091899,0.596958772,0.551360588,3000,1
GO:0030638,polyketide metabolic process,1/360,10/18888,0.1,5.246666667,1.872356971,0.175091899,0.596958772,0.551360588,8644,1
GO:0030647,aminoglycoside antibiotic metabolic process,1/360,10/18888,0.1,5.246666667,1.872356971,0.175091899,0.596958772,0.551360588,8644,1
GO:0032815,negative regulation of natural killer cell activation,1/360,10/18888,0.1,5.246666667,1.872356971,0.175091899,0.596958772,0.551360588,2268,1
GO:0032957,inositol trisphosphate metabolic process,1/360,10/18888,0.1,5.246666667,1.872356971,0.175091899,0.596958772,0.551360588,5028,1
